Model,Years_Working,Production_Year,Range_km,Engine_Type,Fuel_Consumption,Capacity,Hourly_Maintenance_Cost,Region,Price_USD
Airbus A350-1000,7,2017,16270,Turbofan,5.61,402,4573.73,North America,262982134.42
Boeing 777,23,2001,16117,Turbofan,6.99,406,910.2,Oceania,132248160.79
Airbus A380,18,2006,14724,Turbofan,10.99,847,3168.82,Africa,185605162.14
Boeing 747,28,1996,14175,Turbofan,10.44,664,2337.41,North America,110262172.07
Boeing 737,9,2015,6652,Turbofan,2.59,207,2263.58,Europe,49965860.42
Cessna 172,20,2004,785,Piston,0.04,4,3148.73,Europe,162847.27
Boeing 777,9,2015,15702,Turbofan,7.35,402,4733.13,Middle East,218487997.12
Airbus A320,14,2010,6714,Turbofan,2.51,180,3664.78,Oceania,41684775.76
Boeing 777,13,2011,15389,Turbofan,6.56,406,4158.92,North America,149277649.57
Airbus A320,12,2012,6262,Turbofan,2.57,187,1033.79,Oceania,61525411.46
Cessna 172,17,2007,1031,Piston,0.04,4,637.53,Asia,137976.05
Boeing 777,10,2014,15891,Turbofan,6.26,396,4467.65,Middle East,223018347.66
Airbus A350-1000,5,2019,15808,Turbofan,4.82,406,3664.5,Africa,336005570.51
Boeing 737,12,2012,6412,Turbofan,2.7,200,1585.72,Asia,48751785.3
Boeing 737,6,2018,6601,Turbofan,2.67,220,2085.07,North America,72430096.48
Boeing 777,14,2010,15828,Turbofan,6.47,400,917.04,Africa,205991791.26
Cessna 172,23,2001,1703,Piston,0.04,4,3633.31,North America,144935.85
Airbus A380,7,2017,14877,Turbofan,12.82,853,1522.98,South America,319737076.35
Cessna 172,23,2001,844,Piston,0.04,4,3160.02,Middle East,142242.69
Boeing 777,21,2003,15212,Turbofan,6.85,398,4041.5,Asia,136329913.91
Boeing 777,1,2023,16139,Turbofan,7.46,386,3822.29,Middle East,409254887.3
Airbus A320,4,2020,6200,Turbofan,2.62,174,1519.58,Asia,98354843.27
Cessna 172,30,1994,928,Piston,0.04,4,3566.77,North America,100000.0
Boeing 737,31,1993,6598,Turbofan,2.79,215,761.45,Europe,23380310.24
Boeing 737,20,2004,6928,Turbofan,2.62,203,4070.86,Middle East,39815130.03
Airbus A350-1000,8,2016,16388,Turbofan,5.46,409,3427.1,Oceania,211955544.98
Airbus A380,6,2018,15524,Turbofan,11.33,856,2130.96,Middle East,347190352.16
Airbus A380,10,2014,14908,Turbofan,12.25,844,1930.74,Africa,290137123.28
Boeing 737,26,1998,6955,Turbofan,2.6,201,2784.76,North America,27426870.95
Airbus A380,10,2014,15299,Turbofan,11.42,851,2894.91,Asia,313270596.83
Boeing 737,31,1993,6744,Turbofan,2.44,214,1516.04,Oceania,23696057.26
Cessna 172,29,1995,1094,Piston,0.04,4,4441.53,Africa,100000.0
Boeing 737,16,2008,6383,Turbofan,2.56,217,508.73,Asia,49496386.47
Boeing 747,18,2006,14020,Turbofan,10.05,653,2438.31,North America,192630880.7
Cessna 172,21,2003,1767,Piston,0.04,4,933.44,South America,134146.37
Airbus A350-1000,7,2017,16346,Turbofan,4.77,410,1270.76,Asia,215958643.39
Boeing 737,10,2014,6280,Turbofan,2.89,208,1422.78,South America,48820997.39
Boeing 777,0,2024,15672,Turbofan,6.78,389,4676.37,Middle East,321882524.16
Cessna 172,21,2003,1722,Piston,0.04,4,1427.12,South America,134615.42
Airbus A380,11,2013,14739,Turbofan,12.02,844,3222.63,Middle East,300037584.23
Cessna 172,9,2015,1447,Piston,0.04,4,904.43,Middle East,279136.88
Boeing 737,4,2020,6271,Turbofan,2.54,215,3758.57,Asia,78847386.37
Cessna 172,19,2005,948,Piston,0.04,4,1223.69,Europe,169410.25
Boeing 747,20,2004,13578,Turbofan,9.17,658,2105.11,Middle East,138128972.85
Boeing 777,27,1997,15695,Turbofan,6.29,404,4180.38,Oceania,98164944.41
Boeing 737,9,2015,6531,Turbofan,2.84,219,4700.03,North America,55730765.19
Boeing 747,3,2021,13535,Turbofan,9.65,653,577.92,Europe,338341136.21
Airbus A380,10,2014,15685,Turbofan,11.19,840,3960.3,Middle East,221571524.96
Airbus A380,2,2022,15418,Turbofan,11.62,843,4225.14,Oceania,471307060.65
Boeing 777,12,2012,15837,Turbofan,7.47,395,3127.75,Middle East,184861683.59
Boeing 747,2,2022,14200,Turbofan,10.75,653,1245.55,Africa,421286568.3
Boeing 747,5,2019,13355,Turbofan,10.17,651,3006.07,South America,280671195.58
Airbus A350-1000,5,2019,15744,Turbofan,4.98,401,2942.36,Europe,281608188.58
Airbus A350-1000,3,2021,16170,Turbofan,5.05,419,4723.71,North America,352179640.01
Airbus A380,8,2016,15220,Turbofan,12.14,840,3667.78,South America,305015413.17
Boeing 737,7,2017,6758,Turbofan,2.87,200,4956.48,Europe,58932591.47
Airbus A320,22,2002,6004,Turbofan,2.44,190,4275.98,Middle East,38403818.76
Airbus A350-1000,0,2024,15716,Turbofan,5.09,415,1873.64,Oceania,355698300.13
Boeing 737,23,2001,6914,Turbofan,2.71,215,1391.17,Africa,26757857.34
Airbus A380,4,2020,15230,Turbofan,11.25,845,1064.27,Africa,399246521.66
Airbus A380,19,2005,15177,Turbofan,12.07,851,2286.6,North America,165595512.35
Boeing 737,21,2003,6370,Turbofan,2.78,217,1052.42,Africa,31868499.04
Airbus A380,4,2020,14884,Turbofan,10.94,852,1699.21,North America,429465906.43
Boeing 747,8,2016,14100,Turbofan,9.92,670,1066.37,Asia,306670489.04
Airbus A320,27,1997,5823,Turbofan,2.39,179,1581.52,Middle East,22255053.09
Boeing 777,29,1995,15659,Turbofan,6.95,387,3805.85,South America,87578972.44
Boeing 747,8,2016,14143,Turbofan,9.93,670,1326.61,North America,248446319.02
Boeing 737,0,2024,6723,Turbofan,2.44,207,3028.33,Europe,112429889.08
Boeing 747,30,1994,13956,Turbofan,9.09,659,3143.01,Middle East,81858544.02
Airbus A350-1000,6,2018,16103,Turbofan,5.12,407,4956.63,Africa,314575578.17
Boeing 747,20,2004,13586,Turbofan,9.66,661,2768.61,Europe,172295251.98
Cessna 172,11,2013,1226,Piston,0.04,4,1802.23,North America,214965.02
Airbus A320,5,2019,6384,Turbofan,2.41,188,2478.94,South America,72808429.69
Airbus A350-1000,5,2019,15849,Turbofan,5.05,401,4606.66,South America,310940071.98
Boeing 777,13,2011,15592,Turbofan,7.23,405,1000.42,Oceania,202743345.6
Airbus A350-1000,2,2022,16193,Turbofan,5.58,415,3028.88,Oceania,273964509.59
Boeing 747,0,2024,13808,Turbofan,10.49,650,4553.29,Africa,445051807.01
Airbus A380,17,2007,15444,Turbofan,13.0,854,3108.77,South America,176444305.46
Airbus A350-1000,0,2024,16091,Turbofan,5.31,405,2228.9,North America,322418259.2
Boeing 737,10,2014,6847,Turbofan,2.76,204,1701.04,North America,62960593.29
Boeing 777,17,2007,15957,Turbofan,7.42,390,2292.77,Oceania,178826892.45
Airbus A320,3,2021,6024,Turbofan,2.51,187,3689.54,South America,98986399.63
Cessna 172,20,2004,1156,Piston,0.04,4,2615.77,North America,146043.65
Boeing 747,4,2020,14186,Turbofan,10.86,660,1527.03,South America,327200496.4
Airbus A320,7,2017,6056,Turbofan,2.45,181,3498.4,Africa,72124919.03
Boeing 747,21,2003,14172,Turbofan,10.77,662,954.87,Africa,147915370.45
Airbus A350-1000,3,2021,15752,Turbofan,5.33,401,1560.86,South America,262814172.83
Airbus A320,0,2024,6527,Turbofan,2.59,174,519.33,Asia,118308201.61
Boeing 777,3,2021,16063,Turbofan,6.71,406,590.01,Africa,367764497.15
Airbus A320,22,2002,6004,Turbofan,2.27,189,4843.78,Middle East,32953875.04
Airbus A380,13,2011,15197,Turbofan,12.12,848,628.51,Middle East,192152520.59
Boeing 777,1,2023,16159,Turbofan,6.36,398,2010.39,Oceania,364094639.65
Cessna 172,27,1997,1559,Piston,0.04,4,560.83,Asia,113744.69
Boeing 737,17,2007,6452,Turbofan,2.83,210,3703.45,Middle East,46330726.24
Airbus A380,7,2017,14715,Turbofan,13.05,854,1854.32,Oceania,323604607.36
Airbus A380,10,2014,15259,Turbofan,12.59,850,2487.36,Middle East,231113404.9
Airbus A350-1000,2,2022,16005,Turbofan,5.27,407,1032.98,Africa,382848872.82
Boeing 777,24,2000,15344,Turbofan,6.58,390,3978.82,Europe,116327485.31
Airbus A320,0,2024,6012,Turbofan,2.52,190,4616.52,Oceania,92683344.74
Airbus A320,12,2012,6377,Turbofan,2.48,190,1971.69,South America,49955782.98
Boeing 777,30,1994,15226,Turbofan,6.42,394,4184.73,Asia,84934787.04
Cessna 172,0,2024,1255,Piston,0.04,4,2022.08,North America,377933.38
Boeing 737,20,2004,6985,Turbofan,2.76,215,2468.1,Oceania,29214537.47
Boeing 737,29,1995,6619,Turbofan,2.91,200,2333.68,Asia,21580234.47
Boeing 747,28,1996,13938,Turbofan,9.25,664,863.78,Oceania,107834474.85
Airbus A320,3,2021,6786,Turbofan,2.32,179,4565.73,Oceania,75511369.95
Boeing 737,33,1991,7054,Turbofan,2.76,215,4742.88,Middle East,15830301.61
Boeing 777,29,1995,15984,Turbofan,6.22,400,1652.5,South America,77021598.14
Boeing 747,17,2007,13487,Turbofan,9.95,655,962.92,Oceania,163711108.94
Airbus A380,19,2005,15346,Turbofan,12.22,853,774.17,Europe,180702087.19
Boeing 747,7,2017,13731,Turbofan,10.36,667,2938.99,Africa,267753377.48
Airbus A320,25,1999,5858,Turbofan,2.67,171,758.98,Middle East,32324278.48
Boeing 747,6,2018,14232,Turbofan,9.19,667,1422.23,South America,296192738.38
Airbus A350-1000,8,2016,15760,Turbofan,5.03,414,4691.23,Middle East,209864007.48
Airbus A350-1000,0,2024,15719,Turbofan,5.41,412,1011.3,South America,357453092.32
Cessna 172,21,2003,1118,Piston,0.04,4,813.61,Asia,140051.45
Boeing 737,27,1997,6972,Turbofan,2.86,203,4221.2,Africa,22440060.18
Boeing 777,5,2019,16014,Turbofan,6.5,390,710.1,South America,247902788.99
Airbus A350-1000,4,2020,16205,Turbofan,5.69,410,3180.84,Africa,355665049.61
Airbus A350-1000,7,2017,16349,Turbofan,5.23,401,4307.27,Africa,213159219.37
Airbus A380,12,2012,14710,Turbofan,12.33,850,1800.47,Europe,227859602.44
Cessna 172,30,1994,1248,Piston,0.04,4,2016.04,North America,100000.0
Boeing 747,23,2001,13983,Turbofan,9.79,667,4266.08,Middle East,152208183.84
Cessna 172,11,2013,1390,Piston,0.04,4,3928.71,South America,220209.5
Boeing 737,20,2004,6245,Turbofan,2.76,208,2195.42,South America,30553352.41
Airbus A350-1000,0,2024,15614,Turbofan,5.33,411,3615.35,Africa,319636160.24
Airbus A380,3,2021,14782,Turbofan,11.7,859,1127.32,South America,331274345.6
Boeing 737,14,2010,6232,Turbofan,2.72,205,1017.53,Oceania,44050152.92
Airbus A320,27,1997,5914,Turbofan,2.43,180,4167.69,Africa,22859645.2
Airbus A350-1000,2,2022,15733,Turbofan,5.59,410,4832.47,North America,309357872.05
Airbus A350-1000,4,2020,16335,Turbofan,5.22,408,3950.42,Africa,286095767.24
Airbus A320,13,2011,6436,Turbofan,2.51,177,1289.54,North America,47738205.57
Boeing 737,5,2019,7002,Turbofan,2.67,207,4243.62,South America,85716975.49
Boeing 777,11,2013,15710,Turbofan,6.41,393,4736.24,Middle East,216771511.57
Airbus A320,28,1996,6467,Turbofan,2.29,170,1194.92,South America,27324499.23
Boeing 747,33,1991,13968,Turbofan,10.82,664,1653.07,Africa,81034992.12
Boeing 777,17,2007,15366,Turbofan,6.33,396,4316.89,Africa,126968797.86
Airbus A350-1000,0,2024,16443,Turbofan,4.81,409,2194.3,Oceania,388202574.61
Airbus A350-1000,5,2019,15616,Turbofan,4.84,400,4260.12,Asia,311690107.23
Boeing 777,17,2007,15657,Turbofan,6.61,389,4802.9,North America,131329322.28
Airbus A320,17,2007,6373,Turbofan,2.52,170,867.14,Middle East,46547534.95
Airbus A350-1000,7,2017,15695,Turbofan,5.33,403,3623.58,Asia,260166995.95
Airbus A320,33,1991,5815,Turbofan,2.65,185,2142.06,South America,15242217.28
Airbus A380,7,2017,15636,Turbofan,12.51,850,911.62,Africa,320546524.44
Airbus A380,18,2006,15445,Turbofan,12.19,856,1996.83,Oceania,159471972.37
Boeing 777,2,2022,15921,Turbofan,7.21,393,1714.2,Europe,261400604.72
Airbus A350-1000,6,2018,16224,Turbofan,5.53,420,3044.08,South America,307038734.34
Boeing 777,3,2021,15285,Turbofan,6.23,394,1378.75,Middle East,369279565.6
Boeing 747,8,2016,13487,Turbofan,9.42,664,2234.38,Africa,288802020.21
Airbus A350-1000,7,2017,16523,Turbofan,4.92,406,3106.8,North America,269648997.67
Boeing 777,15,2009,15599,Turbofan,7.22,392,2180.07,Oceania,141910706.12
Boeing 737,29,1995,6484,Turbofan,2.53,207,2517.94,Europe,17909970.25
Airbus A350-1000,6,2018,15626,Turbofan,5.16,412,3968.36,South America,261456126.35
Boeing 777,16,2008,16061,Turbofan,7.15,393,1461.1,South America,177797181.17
Boeing 777,22,2002,15930,Turbofan,6.15,391,892.53,Africa,114567032.4
Boeing 737,29,1995,6482,Turbofan,2.75,211,2648.49,Europe,23458189.76
Airbus A380,2,2022,15635,Turbofan,12.55,856,1497.89,Africa,344417922.28
Airbus A380,18,2006,15499,Turbofan,10.99,842,3012.53,Europe,204055998.82
Boeing 737,33,1991,6363,Turbofan,2.72,202,2257.78,Middle East,16880546.08
Airbus A320,9,2015,6681,Turbofan,2.6,181,3433.34,North America,60110947.97
Boeing 747,12,2012,13832,Turbofan,9.03,651,1103.36,North America,218534924.91
Cessna 172,32,1992,1594,Piston,0.04,4,4178.08,Europe,100000.0
Boeing 737,28,1996,6916,Turbofan,2.58,202,2838.92,Europe,22048150.14
Airbus A380,10,2014,15046,Turbofan,12.97,852,3033.71,Oceania,242463815.18
Boeing 777,12,2012,15350,Turbofan,7.08,388,3579.91,Asia,176959529.34
Airbus A380,17,2007,15014,Turbofan,12.3,840,971.65,Africa,197638193.36
Airbus A350-1000,8,2016,16362,Turbofan,5.26,413,3838.82,Middle East,216368230.25
Airbus A320,1,2023,5894,Turbofan,2.27,171,2540.03,North America,86185515.69
Airbus A350-1000,2,2022,16216,Turbofan,5.32,420,1638.59,North America,299144068.98
Boeing 747,29,1995,14285,Turbofan,10.33,659,2285.88,Africa,76223593.17
Boeing 747,1,2023,13340,Turbofan,9.8,667,3300.28,Oceania,368613294.98
Boeing 737,9,2015,6406,Turbofan,2.7,200,1659.39,Europe,56045987.43
Boeing 777,4,2020,15386,Turbofan,7.21,394,2039.53,Oceania,239451827.55
Airbus A350-1000,7,2017,15947,Turbofan,5.1,403,3232.17,South America,287148728.2
Boeing 747,26,1998,13306,Turbofan,10.7,667,2174.49,North America,120476295.87
Boeing 737,8,2016,6585,Turbofan,2.57,220,2753.48,Oceania,68327987.24
Airbus A380,5,2019,15665,Turbofan,13.17,855,1814.75,South America,301399165.99
Boeing 737,11,2013,6301,Turbofan,2.58,207,4904.61,Oceania,65523389.75
Airbus A320,4,2020,6746,Turbofan,2.49,170,3792.81,Middle East,91008135.43
Cessna 172,17,2007,1578,Piston,0.04,4,1532.13,South America,158262.78
Boeing 747,9,2015,13680,Turbofan,10.33,653,4191.8,North America,309820508.97
Airbus A350-1000,0,2024,16530,Turbofan,4.81,420,2430.58,Europe,347053778.36
Cessna 172,27,1997,954,Piston,0.04,4,3846.62,Europe,107061.17
Boeing 777,2,2022,15489,Turbofan,6.19,389,1277.66,Oceania,304279995.27
Cessna 172,34,1990,1225,Piston,0.04,4,823.62,Middle East,100000.0
Boeing 737,30,1994,6572,Turbofan,2.92,211,593.91,Oceania,24826217.68
Cessna 172,15,2009,1405,Piston,0.04,4,3200.77,Middle East,158237.03
Airbus A380,13,2011,14857,Turbofan,10.88,853,1734.06,Middle East,273358069.35
Airbus A380,15,2009,15339,Turbofan,11.6,857,2792.39,Africa,188885918.33
Boeing 737,21,2003,6751,Turbofan,2.81,204,3108.89,Middle East,37226763.74
Boeing 777,10,2014,15287,Turbofan,6.3,404,1319.36,Middle East,214726702.58
Cessna 172,11,2013,1198,Piston,0.04,4,2655.53,Europe,186750.97
Cessna 172,1,2023,1249,Piston,0.04,4,942.24,North America,321070.6
Boeing 777,15,2009,15882,Turbofan,7.18,394,3191.78,Europe,163345823.99
Boeing 737,31,1993,6935,Turbofan,2.81,204,3779.66,Middle East,16365057.1
Boeing 777,17,2007,16000,Turbofan,6.36,402,3065.37,Oceania,156438704.02
Airbus A320,25,1999,6157,Turbofan,2.34,175,1545.97,Africa,31444570.17
Airbus A320,20,2004,6464,Turbofan,2.5,174,3330.42,Africa,37456676.75
Airbus A350-1000,5,2019,16366,Turbofan,5.65,411,1091.33,Europe,328805855.72
Boeing 737,1,2023,7055,Turbofan,2.5,206,2143.37,Middle East,79677938.95
Airbus A350-1000,4,2020,16579,Turbofan,5.55,400,630.15,Africa,257572106.67
Airbus A320,18,2006,6078,Turbofan,2.33,186,2966.48,Middle East,37808417.72
Cessna 172,2,2022,1572,Piston,0.04,4,4790.05,Africa,385375.73
Airbus A380,3,2021,15062,Turbofan,11.0,848,3465.11,South America,332702106.44
Airbus A380,18,2006,15180,Turbofan,12.85,842,2494.72,Asia,152339167.72
Boeing 737,22,2002,6971,Turbofan,2.6,207,1112.97,Oceania,29609118.94
Boeing 747,17,2007,13335,Turbofan,9.3,658,823.36,Middle East,193501055.07
Airbus A350-1000,5,2019,16299,Turbofan,4.75,407,4242.65,Africa,267125894.38
Cessna 172,25,1999,1302,Piston,0.04,4,841.4,South America,100000.0
Boeing 777,18,2006,15512,Turbofan,6.25,387,3728.89,North America,170578413.36
Boeing 747,3,2021,14195,Turbofan,10.65,658,4071.14,Middle East,402972623.11
Airbus A320,27,1997,6684,Turbofan,2.41,186,2367.57,Middle East,30299127.09
Boeing 737,6,2018,6767,Turbofan,2.83,201,3467.44,Oceania,78490690.88
Airbus A320,21,2003,5983,Turbofan,2.29,178,1456.02,Middle East,36236329.61
Airbus A380,12,2012,15137,Turbofan,11.07,855,3370.11,Africa,286868635.32
Boeing 737,5,2019,7016,Turbofan,2.64,217,4102.77,Europe,87319357.91
Airbus A320,15,2009,6038,Turbofan,2.4,178,2100.0,Oceania,51198940.9
Boeing 737,27,1997,6634,Turbofan,2.5,218,3647.47,South America,27531827.98
Airbus A350-1000,3,2021,16427,Turbofan,4.8,404,553.38,South America,308986399.55
Boeing 747,4,2020,14027,Turbofan,9.68,652,628.88,Africa,360191573.95
Airbus A380,6,2018,15144,Turbofan,12.18,841,920.48,North America,344404208.69
Airbus A350-1000,6,2018,16143,Turbofan,5.03,417,1636.59,Europe,217729891.14
Cessna 172,20,2004,1087,Piston,0.04,4,1376.8,South America,166942.1
Airbus A380,10,2014,14752,Turbofan,11.96,850,2509.87,Europe,291521426.8
Cessna 172,0,2024,1778,Piston,0.04,4,540.46,South America,385950.65
Airbus A380,5,2019,15579,Turbofan,12.36,859,1771.7,Europe,410020755.09
Airbus A320,6,2018,6063,Turbofan,2.48,182,662.4,Europe,86393071.03
Boeing 747,9,2015,13947,Turbofan,9.93,660,2627.47,South America,305806565.27
Boeing 737,5,2019,6508,Turbofan,2.91,200,3260.23,North America,70080220.61
Airbus A350-1000,3,2021,16048,Turbofan,5.44,418,2311.51,Asia,281660763.75
Boeing 737,0,2024,6537,Turbofan,2.45,220,1857.51,North America,97247238.81
Airbus A350-1000,3,2021,16201,Turbofan,5.46,410,4018.8,Africa,315198054.83
Airbus A320,16,2008,6060,Turbofan,2.44,189,2809.47,South America,45421442.2
Boeing 777,26,1998,15943,Turbofan,6.33,398,3553.48,Africa,107881226.78
Boeing 777,24,2000,15618,Turbofan,6.17,401,2248.07,North America,112023773.95
Airbus A350-1000,4,2020,15864,Turbofan,5.2,419,889.57,Oceania,306063447.04
Airbus A320,15,2009,6715,Turbofan,2.25,171,1629.5,Europe,53471878.62
Cessna 172,20,2004,936,Piston,0.04,4,4779.96,Europe,159882.55
Airbus A380,16,2008,15246,Turbofan,11.93,854,878.43,Europe,219121610.99
Airbus A350-1000,1,2023,15810,Turbofan,4.87,411,2825.49,Africa,354620383.69
Boeing 737,1,2023,6124,Turbofan,2.49,216,2055.66,South America,109527745.91
Airbus A380,6,2018,14881,Turbofan,13.14,858,4816.01,Oceania,304045418.39
Cessna 172,32,1992,1425,Piston,0.04,4,2275.84,Europe,100000.0
Airbus A350-1000,1,2023,15717,Turbofan,5.1,413,708.6,Oceania,321670981.69
Boeing 777,7,2017,15423,Turbofan,6.7,398,743.93,Oceania,274867726.26
Airbus A380,2,2022,15633,Turbofan,10.84,859,4976.8,South America,392098611.17
Airbus A350-1000,4,2020,15794,Turbofan,5.57,406,3053.88,North America,280366839.9
Boeing 747,27,1997,14065,Turbofan,9.52,667,796.76,Europe,95565289.89
Boeing 737,17,2007,6985,Turbofan,2.54,202,3055.87,Asia,38934249.61
Boeing 737,20,2004,6482,Turbofan,2.66,201,3704.96,Oceania,42397870.99
Airbus A350-1000,3,2021,16501,Turbofan,5.01,405,3171.93,South America,372583113.29
Boeing 737,31,1993,6774,Turbofan,2.44,219,1274.32,South America,21148332.49
Cessna 172,6,2018,1269,Piston,0.04,4,2525.51,Asia,340672.14
Boeing 777,24,2000,15722,Turbofan,6.3,404,4356.48,Europe,96865972.08
Boeing 737,24,2000,6130,Turbofan,2.89,210,1378.84,Africa,30067137.16
Boeing 747,7,2017,13624,Turbofan,10.97,655,4180.51,Middle East,349868235.97
Airbus A320,21,2003,5915,Turbofan,2.29,190,1618.27,North America,29637738.85
Airbus A380,8,2016,15662,Turbofan,11.11,856,3283.2,Oceania,308117338.95
Airbus A380,4,2020,15039,Turbofan,12.75,850,4370.09,Asia,367207155.33
Airbus A320,30,1994,6531,Turbofan,2.74,183,2518.64,South America,24920752.32
Cessna 172,11,2013,1459,Piston,0.04,4,3253.35,Africa,263370.63
Boeing 777,1,2023,15739,Turbofan,7.06,400,2469.11,Oceania,356594127.74
Airbus A350-1000,0,2024,16231,Turbofan,4.98,409,3177.6,Europe,400948874.63
Airbus A380,1,2023,14796,Turbofan,12.48,850,4213.24,North America,467505858.35
Boeing 777,5,2019,16049,Turbofan,6.17,395,3831.95,Middle East,304193993.84
Boeing 747,12,2012,14157,Turbofan,10.82,669,4537.82,South America,181792790.74
Airbus A320,7,2017,6134,Turbofan,2.59,188,2404.45,Africa,81564249.39
Airbus A350-1000,7,2017,16294,Turbofan,5.08,418,1078.52,Europe,226457228.08
Airbus A320,26,1998,6026,Turbofan,2.31,171,1829.38,Oceania,26287361.71
Boeing 737,2,2022,6200,Turbofan,2.47,214,2758.42,Africa,99171722.9
Airbus A380,13,2011,15501,Turbofan,11.3,853,1954.81,Oceania,196795686.56
Cessna 172,32,1992,1170,Piston,0.04,4,3821.28,Oceania,100000.0
Airbus A350-1000,6,2018,15728,Turbofan,5.29,408,670.5,South America,276080197.87
Cessna 172,3,2021,1351,Piston,0.04,4,1530.67,Africa,292818.28
Boeing 777,23,2001,15375,Turbofan,6.42,405,2663.4,Middle East,89429202.73
Airbus A380,1,2023,14948,Turbofan,12.44,840,4507.87,Africa,486263732.4
Cessna 172,34,1990,839,Piston,0.04,4,2171.84,Asia,100000.0
Boeing 747,23,2001,14196,Turbofan,9.97,662,2412.95,Europe,132539147.7
Boeing 777,13,2011,15723,Turbofan,6.22,405,894.37,Africa,197341198.33
Cessna 172,1,2023,1103,Piston,0.04,4,3435.64,North America,423355.76
Boeing 747,21,2003,13348,Turbofan,10.02,667,1573.06,Oceania,141142168.26
Boeing 747,26,1998,13485,Turbofan,10.8,663,3725.75,Oceania,97877039.63
Cessna 172,1,2023,846,Piston,0.04,4,1262.98,Middle East,453488.49
Boeing 777,21,2003,15936,Turbofan,7.05,397,4746.88,Oceania,107102408.16
Airbus A350-1000,6,2018,15864,Turbofan,4.75,407,3144.37,Africa,283744455.69
Airbus A320,5,2019,6330,Turbofan,2.47,176,644.17,Middle East,75205620.74
Boeing 777,30,1994,15979,Turbofan,7.06,387,4184.87,Africa,77838556.43
Airbus A320,5,2019,6319,Turbofan,2.56,186,1074.47,Europe,93511781.58
